,id,shelf,shelf_name,division,book,book_name,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max
85,85,main,MAIN - simple inorganic materials,Br - Bromides,LiBr,LiBr (Lithium bromide),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LiBr/Li.yml,1,,0,0,0.21,20.0,0.0,inf
86,86,main,MAIN - simple inorganic materials,Br - Bromides,NaBr,NaBr (Sodium bromide),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/NaBr/Li.yml,1,,0,0,0.21,34.0,0.0,inf
87,87,main,MAIN - simple inorganic materials,Br - Bromides,RbBr,RbBr (Rubidium bromide),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/RbBr/Li.yml,1,,0,0,0.21,50.0,0.0,inf
88,88,main,MAIN - simple inorganic materials,Br - Bromides,TlBr,TlBr (Thallium bromide),Palik,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/TlBr/Palik.yml,1,,0,0,0.57,39.4,0.0,inf
89,89,main,MAIN - simple inorganic materials,Br - Bromides,TlBr,TlBr (Thallium bromide),Schroter,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/TlBr/Schroter.yml,8,,0,0,0.54,0.65,0.0,inf
90,90,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Larruquert,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Larruquert.yml,0,nk,364,364,0.019656426,10.07918931,0.019656426,10.07918931
91,91,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Weber,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Weber.yml,0,nk,499,499,0.210873,0.999007,0.210873,0.999007
92,92,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Djurisic-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Djurisic-o.yml,0,nk,1000,1000,0.030996,10.332,0.030996,10.332
93,93,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Djurisic-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Djurisic-e.yml,0,nk,1000,1000,0.030996,0.5904,0.030996,0.5904
94,94,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Dore,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Dore.yml,0,nk,241,241,2.5,500.0,2.5,500.0
95,95,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Hagemann,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Hagemann.yml,0,nk,100,100,4.133e-05,124.0,4.133e-05,124.0
96,96,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Phillip,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Phillip.yml,0,nk,176,176,0.035424054,10.0,0.035424054,10.0
97,97,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",C,C (Carbon),Peter,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/C/Peter.yml,1,,0,0,0.226,0.76,0.0,inf
98,98,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",Ghosh-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaCO3/Ghosh-o.yml,2,,0,0,0.204,2.172,0.0,inf
99,99,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",Ghosh-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaCO3/Ghosh-e.yml,2,,0,0,0.204,2.172,0.0,inf
100,100,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",B4C,B<sub>4</sub>C (Boron carbide),Larruquert,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/B4C/Larruquert.yml,0,nk,1480,1480,0.001737709,21.53810759,0.001737709,21.53810759
101,101,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",SiC,SiC (Silicon carbide),Larruquert,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SiC/Larruquert.yml,0,nk,508,508,0.00615447,131.7250957,0.00615447,131.7250957
102,102,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",SiC,SiC (Silicon carbide),Singh-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SiC/Singh-o.yml,2,,0,0,0.488,1.064,0.0,inf
103,103,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",SiC,SiC (Silicon carbide),Singh-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SiC/Singh-e.yml,2,,0,0,0.488,1.064,0.0,inf
104,104,main,MAIN - simple inorganic materials,"C - Carbon, carbides and carbonates",SiC,SiC (Silicon carbide),Shaffer,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SiC/Shaffer.yml,5,,0,0,0.467,0.691,0.0,inf
105,105,main,MAIN - simple inorganic materials,Ca - Calcium,Ca,Ca (Calcium),Rodriguez-de_Marcos,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ca/Rodriguez-de Marcos.yml,0,nk,1848,1848,0.001233674,0.316348631,0.001233674,0.316348631
106,106,main,MAIN - simple inorganic materials,Ce - Cerium,Ce,Ce (Cerium),Fernandez-Perea,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ce/Fernandez-Perea.yml,0,nk,1265,1265,0.00103238,0.206638625,0.00103238,0.206638625
107,107,main,MAIN - simple inorganic materials,Cl - Chlorides,AgCl,AgCl (Silver chloride),Tilton,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/AgCl/Tilton.yml,4,,0,0,0.578,20.6,0.0,inf
108,108,main,MAIN - simple inorganic materials,Cl - Chlorides,CsCl,CsCl (Cesium chloride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CsCl/Li.yml,1,,0,0,0.18,40.0,0.0,inf
109,109,main,MAIN - simple inorganic materials,Cl - Chlorides,CuCl,CuCl (Cuprous chloride),Feldman,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CuCl/Feldman.yml,4,,0,0,0.43,2.5,0.0,inf
110,110,main,MAIN - simple inorganic materials,Cl - Chlorides,KCl,KCl (Potassium chloride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/KCl/Li.yml,1,,0,0,0.18,35.0,0.0,inf
111,111,main,MAIN - simple inorganic materials,Cl - Chlorides,LiCl,LiCl (Lithium chloride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LiCl/Li.yml,1,,0,0,0.17,16.0,0.0,inf
112,112,main,MAIN - simple inorganic materials,Cl - Chlorides,NaCl,NaCl (Sodium chloride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/NaCl/Li.yml,1,,0,0,0.2,30.0,0.0,inf
113,113,main,MAIN - simple inorganic materials,Cl - Chlorides,RbCl,RbCl (Rubidium chloride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/RbCl/Li.yml,1,,0,0,0.18,40.0,0.0,inf
114,114,main,MAIN - simple inorganic materials,Cl - Chlorides,TlCl,TlCl (Thallium chloride),Schroter,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/TlCl/Schroter.yml,8,,0,0,0.43,0.66,0.0,inf
115,115,main,MAIN - simple inorganic materials,Co - Cobalt,Co,Co (Cobalt),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Co/Johnson.yml,0,nk,49,49,0.188,1.937,0.188,1.937
116,116,main,MAIN - simple inorganic materials,Co - Cobalt,Co,Co (Cobalt),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Co/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
117,117,main,MAIN - simple inorganic materials,Co - Cobalt,Co,Co (Cobalt),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Co/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
118,118,main,MAIN - simple inorganic materials,Cr - Chromium,Cr,Chromium (Cr),Rakic,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cr/Rakic.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398
119,119,main,MAIN - simple inorganic materials,Cr - Chromium,Cr,Chromium (Cr),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cr/Johnson.yml,0,nk,49,49,0.188,1.937,0.188,1.937
120,120,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Johnson.yml,0,nk,49,49,0.1879,1.937,0.1879,1.937
121,121,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),McPeak,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/McPeak.yml,0,nk,141,141,0.3,1.7,0.3,1.7
122,122,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Babar,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Babar.yml,0,nk,69,69,0.2066,12.4,0.2066,12.4
123,123,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Brimhall,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Brimhall.yml,0,nk,34,34,0.0101,0.0421,0.0101,0.0421
124,124,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
125,125,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
126,126,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Stahrenberg,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Stahrenberg.yml,0,nk,326,326,0.13776,0.49594,0.13776,0.49594
127,127,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Rakic,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Rakic.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398
128,128,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Ordal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Ordal.yml,0,nk,56,56,0.517,55.6,0.517,55.6
129,129,main,MAIN - simple inorganic materials,Cu - Copper,Cu,Cu (Copper),Hagemann,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Cu/Hagemann.yml,0,nk,149,149,2.48e-05,248.0,2.48e-05,248.0
130,130,main,MAIN - simple inorganic materials,Er - Erbium,Er,Er (Erbium),Larruquert,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Er/Larruquert.yml,0,nk,1329,1329,0.000783614,0.382667245,0.000783614,0.382667245
131,131,main,MAIN - simple inorganic materials,Eu - Europium,Eu,Eu (Europium),Fernandez-Perea,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Eu/Fernandez-Perea.yml,0,nk,1748,1748,0.000882651,0.149199984,0.000882651,0.149199984
132,132,main,MAIN - simple inorganic materials,F - Fluorides,BaF2,BaF<sub>2</sub> (Barium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/BaF2/Li.yml,1,,0,0,0.15,15.0,0.0,inf
133,133,main,MAIN - simple inorganic materials,F - Fluorides,BaF2,BaF<sub>2</sub> (Barium fluoride),Malitson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/BaF2/Malitson.yml,1,,0,0,0.2652,10.346,0.0,inf
134,134,main,MAIN - simple inorganic materials,F - Fluorides,CaF2,CaF<sub>2</sub> (Calcium fluoride),Daimon-20,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaF2/Daimon-20.yml,2,,0,0,0.138,2.326,0.0,inf
135,135,main,MAIN - simple inorganic materials,F - Fluorides,CaF2,CaF<sub>2</sub> (Calcium fluoride),Daimon-25,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaF2/Daimon-25.yml,2,,0,0,0.138,2.326,0.0,inf
136,136,main,MAIN - simple inorganic materials,F - Fluorides,CaF2,CaF<sub>2</sub> (Calcium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaF2/Li.yml,1,,0,0,0.15,12.0,0.0,inf
137,137,main,MAIN - simple inorganic materials,F - Fluorides,CaF2,CaF<sub>2</sub> (Calcium fluoride),Malitson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaF2/Malitson.yml,1,,0,0,0.23,9.7,0.0,inf
138,138,main,MAIN - simple inorganic materials,F - Fluorides,CsF,CsF (Cesium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CsF/Li.yml,1,,0,0,0.15,30.0,0.0,inf
139,139,main,MAIN - simple inorganic materials,F - Fluorides,KF,KF (Potassium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/KF/Li.yml,1,,0,0,0.15,22.0,0.0,inf
140,140,main,MAIN - simple inorganic materials,F - Fluorides,LaF3,LaF<sub>3</sub> (Lanthanum fluoride),Laihoa-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LaF3/Laihoa-o.yml,1,,0,0,0.35,0.7,0.0,inf
141,141,main,MAIN - simple inorganic materials,F - Fluorides,LaF3,LaF<sub>3</sub> (Lanthanum fluoride),Laihoa-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LaF3/Laihoa-e.yml,1,,0,0,0.35,0.7,0.0,inf
142,142,main,MAIN - simple inorganic materials,F - Fluorides,LiF,LiF (Lithium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LiF/Li.yml,1,,0,0,0.1,11.0,0.0,inf
143,143,main,MAIN - simple inorganic materials,F - Fluorides,LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",Woods-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LiCaAlF6/Woods-o.yml,4,,0,0,0.4,1.0,0.0,inf
144,144,main,MAIN - simple inorganic materials,F - Fluorides,LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",Woods-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/LiCaAlF6/Woods-e.yml,4,,0,0,0.4,1.0,0.0,inf
145,145,main,MAIN - simple inorganic materials,F - Fluorides,NaF,NaF (Sodium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/NaF/Li.yml,1,,0,0,0.15,17.0,0.0,inf
146,146,main,MAIN - simple inorganic materials,F - Fluorides,MgF2,MgF<sub>2</sub> (Magnesium fluoride),Dodge-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/MgF2/Dodge-o.yml,1,,0,0,0.2,7.0,0.0,inf
147,147,main,MAIN - simple inorganic materials,F - Fluorides,MgF2,MgF<sub>2</sub> (Magnesium fluoride),Dodge-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/MgF2/Dodge-e.yml,1,,0,0,0.2,7.0,0.0,inf
148,148,main,MAIN - simple inorganic materials,F - Fluorides,MgF2,MgF<sub>2</sub> (Magnesium fluoride),Li-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/MgF2/Li-o.yml,1,,0,0,0.14,7.5,0.0,inf
149,149,main,MAIN - simple inorganic materials,F - Fluorides,MgF2,MgF<sub>2</sub> (Magnesium fluoride),Li-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/MgF2/Li-e.yml,1,,0,0,0.14,7.5,0.0,inf
150,150,main,MAIN - simple inorganic materials,F - Fluorides,PbF2,PbF<sub>2</sub> (Lead difluoride),Malitson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbF2/Malitson.yml,1,,0,0,0.3,11.9,0.0,inf
151,151,main,MAIN - simple inorganic materials,F - Fluorides,RbF,RbF (Rubidium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/RbF/Li.yml,1,,0,0,0.15,25.0,0.0,inf
152,152,main,MAIN - simple inorganic materials,F - Fluorides,SrF2,SrF<sub>2</sub> (Strontium fluoride),Rodriguez-de_Marcos,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SrF2/Rodriguez-de Marcos.yml,0,nk,623,623,0.001582488,682.162027,0.001582488,682.162027
153,153,main,MAIN - simple inorganic materials,F - Fluorides,SrF2,SrF<sub>2</sub> (Strontium fluoride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SrF2/Li.yml,1,,0,0,0.15,14.0,0.0,inf
154,154,main,MAIN - simple inorganic materials,F - Fluorides,SrF2,SrF<sub>2</sub> (Strontium fluoride),Feldman,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SrF2/Feldman.yml,1,,0,0,0.21,11.5,0.0,inf
155,155,main,MAIN - simple inorganic materials,F - Fluorides,ThF4,ThF<sub>4</sub> (Thorium tetrafluoride),Heitmann,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/ThF4/Heitmann.yml,2,,0,0,0.26,0.76,0.0,inf
156,156,main,MAIN - simple inorganic materials,F - Fluorides,YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",Barnes-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/YLiF4/Barnes-o.yml,2,,0,0,0.225,2.6,0.0,inf
157,157,main,MAIN - simple inorganic materials,F - Fluorides,YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",Barnes-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/YLiF4/Barnes-e.yml,2,,0,0,0.225,2.6,0.0,inf
158,158,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,Fe (Experimental data),Fe (Iron) (Experimental data),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Fe/Johnson.yml,0,nk,49,49,0.188,1.937,0.188,1.937
159,159,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,Fe (Experimental data),Fe (Iron) (Experimental data),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Fe/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
160,160,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,Fe (Experimental data),Fe (Iron) (Experimental data),Ordal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Fe/Ordal.yml,0,nk,52,52,0.667,286.0,0.667,286.0
161,161,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,Fe (Experimental data),Fe (Iron) (Experimental data),Querry,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Fe/Querry.yml,0,nk,611,611,0.21,55.5556,0.21,55.5556
162,162,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,Fe (Models and simulations),Fe (Iron) (Models and simulations),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Fe/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
163,163,main,MAIN - simple inorganic materials,Fe - Iron and ferrites,BiFeO3,"BiFeO3 (Bismuth ferrite, BFO)",Kumar,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/BiFeO3/Kumar.yml,0,nk,702,702,0.19706,1.6693,0.19706,1.6693
164,164,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Aspnes,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Aspnes.yml,0,nk,46,46,0.2066,0.8266,0.2066,0.8266
165,165,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Jellison,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Jellison.yml,0,nk,187,187,0.234,0.84,0.234,0.84
166,166,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-100K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-100K.yml,0,n,43,0,1.9,18.0,0.0,inf
167,167,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-150K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-150K.yml,0,n,43,0,1.9,18.0,0.0,inf
168,168,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-200K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-200K.yml,0,n,43,0,1.9,18.0,0.0,inf
169,169,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-250K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-250K.yml,0,n,43,0,1.9,18.0,0.0,inf
170,170,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-293K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-293K.yml,0,n,43,0,1.9,18.0,0.0,inf
171,171,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-350K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-350K.yml,0,n,43,0,1.9,18.0,0.0,inf
172,172,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-400K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-400K.yml,0,n,43,0,1.9,18.0,0.0,inf
173,173,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-450K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-450K.yml,0,n,43,0,1.9,18.0,0.0,inf
174,174,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-500K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-500K.yml,0,n,43,0,1.9,18.0,0.0,inf
175,175,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Li-550K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Li-550K.yml,0,n,43,0,1.9,18.0,0.0,inf
176,176,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Ge,Ge (Germanium),Icenogle,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ge/Icenogle.yml,2,,0,0,2.5,12.0,0.0,inf
177,177,main,MAIN - simple inorganic materials,Ge - Germanium and germanates,Bi4Ge3O12,"Bi<sub>4</sub>Ge<sub>3</sub>O<sub>12</sub> (Bismuth germanate, BGO)",Williams,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Bi4Ge3O12/Williams.yml,1,,0,0,0.305,1.0,0.0,inf
