id,shelf,shelf_name,division,book,book_name,section,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max,wl_min,wl_max
902,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Models and simulations,Werner-DFT,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/W/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
903,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,CaWO4,CaWO<sub>4</sub> (Calcium tungstate),,Bond-o,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/CaWO4/Bond-o.yml,1,f,0,0,0.45,4.0,0.45,4.0,0.45,4.0
904,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,CaWO4,CaWO<sub>4</sub> (Calcium tungstate),,Bond-e,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/CaWO4/Bond-e.yml,1,f,0,0,0.45,4.0,0.45,4.0,0.45,4.0
905,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Gas,Bideau-Mehu,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Bideau-Mehu.yml,6,f,0,0,0.1404,0.6234,0.1404,0.6234,0.1404,0.6234
906,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Gas,Borzsonyi,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Borzsonyi.yml,2,f,0,0,0.4,1.0,0.4,1.0,0.4,1.0
907,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Gas,Koch,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Koch.yml,0,n,20,0,0.230209,0.623437,0.230209,0.623437,0.230209,0.623437
908,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Gas,Cuthbertson,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Cuthbertson.yml,6,f,0,0,0.48,0.6708,0.48,0.6708,0.48,0.6708
909,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Sinnock-liquid-178K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-liquid-178K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
910,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Sinnock-liquid-174K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-liquid-174K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
911,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Sinnock-liquid-170K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-liquid-170K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
912,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Sinnock-liquid-166K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-liquid-166K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
913,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Sinnock-liquid-161.35K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-liquid-161.35K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
914,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Grace-liquid-178K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Grace-liquid-178K.yml,1,f,0,0,0.157,0.66,0.157,0.66,0.157,0.66
915,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Liquid,Grace-liquid-161.35K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Grace-liquid-161.35K.yml,1,f,0,0,0.157,0.66,0.157,0.66,0.157,0.66
916,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-161.35K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-161.35K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
917,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-150K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-150K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
918,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-140K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-140K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
919,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-130K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-130K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
920,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-120K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-120K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
921,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-110K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-110K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
922,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-100K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-100K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
923,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-90K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-90K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
924,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Sinnock-solid-80K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Sinnock-solid-80K.yml,0,n,10,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
925,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Grace-solid-161.35K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Grace-solid-161.35K.yml,1,f,0,0,0.157,0.66,0.157,0.66,0.157,0.66
926,main,MAIN - simple inorganic materials,Xe - Xenon,Xe,Xe (Xenon),Solid,Grace-solid-80K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Xe/Grace-solid-80K.yml,1,f,0,0,0.157,0.66,0.157,0.66,0.157,0.66
927,main,MAIN - simple inorganic materials,Yb - Ytterbium,Yb,Yb (Ytterbium),,Larruquert,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Yb/Larruquert.yml,0,nk,477,477,0.000730178,0.206606976,0.000730178,0.206606976,0.000730178,0.206606976
928,main,MAIN - simple inorganic materials,Zn - Zinc,Zn,Zn (Zinc),Experimental data,Werner,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zn/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
929,main,MAIN - simple inorganic materials,Zn - Zinc,Zn,Zn (Zinc),Experimental data,Querry,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zn/Querry.yml,0,nk,150,150,0.36,55.5556,0.36,55.5556,0.36,55.5556
930,main,MAIN - simple inorganic materials,Zn - Zinc,Zn,Zn (Zinc),Experimental data,Motulevich,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zn/Motulevich.yml,0,nk,11,11,1.23,10.0,1.23,10.0,1.23,10.0
931,main,MAIN - simple inorganic materials,Zn - Zinc,Zn,Zn (Zinc),Models and simulations,Werner-DFT,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zn/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
932,main,MAIN - simple inorganic materials,Zr - Zirconium,Zr,Zr (Zirconium),,Windt,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zr/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157,0.00236,0.12157
933,main,MAIN - simple inorganic materials,Zr - Zirconium,Zr,Zr (Zirconium),,Palm,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zr/Palm.yml,0,nk,685,685,0.226076263,1.684528687,0.226076263,1.684528687,0.226076263,1.684528687
934,main,MAIN - simple inorganic materials,Zr - Zirconium,Zr,Zr (Zirconium),,Querry,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/main/Zr/Querry.yml,0,nk,306,306,0.22,55.5556,0.22,55.5556,0.22,55.5556
935,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Gas,Rollefson,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Rollefson.yml,0,n,49,0,1.68,14.8,1.68,14.8,1.68,14.8
936,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Gas,Loria,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Loria.yml,5,f,0,0,0.529,0.6585,0.529,0.6585,0.529,0.6585
937,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Liquid,Martonchik-liquid-111K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Martonchik-liquid-111K.yml,0,nk,43,43,0.002,71.43,0.002,71.43,0.002,71.43
938,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Liquid,Martonchik-liquid-90K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Martonchik-liquid-90K.yml,0,nk,43,43,0.002,71.43,0.002,71.43,0.002,71.43
939,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Solid,Martonchik-solid-90K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Martonchik-solid-90K.yml,0,nk,41,41,0.002,100.0,0.002,100.0,0.002,100.0
940,organic,ORGANIC - organic materials,Alkanes,methane,CH<sub>4</sub> (Methane),Solid,Martonchik-solid-30K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4 - methane/Martonchik-solid-30K.yml,0,nk,41,41,0.002,100.0,0.002,100.0,0.002,100.0
941,organic,ORGANIC - organic materials,Alkanes,ethane,C<sub>2</sub>H<sub>6</sub> (Ethane),,Loria,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6 - ethane/Loria.yml,5,f,0,0,0.523,0.6677,0.523,0.6677,0.523,0.6677
942,organic,ORGANIC - organic materials,Alkanes,pentane,C<sub>5</sub>H<sub>12</sub> (Pentane),,Kerl-293K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12 - pentane/Kerl-293K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
943,organic,ORGANIC - organic materials,Alkanes,pentane,C<sub>5</sub>H<sub>12</sub> (Pentane),,Kerl-313K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12 - pentane/Kerl-313K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
944,organic,ORGANIC - organic materials,Alkanes,pentane,C<sub>5</sub>H<sub>12</sub> (Pentane),,Kerl-333K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12 - pentane/Kerl-333K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
945,organic,ORGANIC - organic materials,Alkanes,pentane,C<sub>5</sub>H<sub>12</sub> (Pentane),,Anderson,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12 - pentane/Anderson.yml,0,nk,830,830,2.0,14.925,2.0,14.925,2.0,14.925
946,organic,ORGANIC - organic materials,Alkanes,hexane,C<sub>6</sub>H<sub>14</sub> (Hexane),,Kozma,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C6H14 - hexane/Kozma.yml,5,f,0,0,0.23,0.6407,0.23,0.6407,0.23,0.6407
947,organic,ORGANIC - organic materials,Alkanes,hexane,C<sub>6</sub>H<sub>14</sub> (Hexane),,Kerl-293K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C6H14 - hexane/Kerl-293K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
948,organic,ORGANIC - organic materials,Alkanes,hexane,C<sub>6</sub>H<sub>14</sub> (Hexane),,Kerl-313K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C6H14 - hexane/Kerl-313K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
949,organic,ORGANIC - organic materials,Alkanes,hexane,C<sub>6</sub>H<sub>14</sub> (Hexane),,Kerl-333K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C6H14 - hexane/Kerl-333K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
950,organic,ORGANIC - organic materials,Alkanes,heptane,C<sub>7</sub>H<sub>16</sub> (Heptane),,Kerl-293K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C7H16 - heptane/Kerl-293K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
951,organic,ORGANIC - organic materials,Alkanes,heptane,C<sub>7</sub>H<sub>16</sub> (Heptane),,Kerl-313K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C7H16 - heptane/Kerl-313K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
952,organic,ORGANIC - organic materials,Alkanes,heptane,C<sub>7</sub>H<sub>16</sub> (Heptane),,Kerl-333K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C7H16 - heptane/Kerl-333K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
953,organic,ORGANIC - organic materials,Alkanes,octane,C<sub>8</sub>H<sub>18</sub> (Octane),,Kerl-293K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C8H18 - octane/Kerl-293K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
954,organic,ORGANIC - organic materials,Alkanes,octane,C<sub>8</sub>H<sub>18</sub> (Octane),,Kerl-313K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C8H18 - octane/Kerl-313K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
955,organic,ORGANIC - organic materials,Alkanes,octane,C<sub>8</sub>H<sub>18</sub> (Octane),,Kerl-333K,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C8H18 - octane/Kerl-333K.yml,5,f,0,0,0.326,0.644,0.326,0.644,0.326,0.644
956,organic,ORGANIC - organic materials,Alkanes,octane,C<sub>8</sub>H<sub>18</sub> (Octane),,Myers,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C8H18 - octane/Myers.yml,0,nk,15345,15345,1.28246,25.0194,1.28246,25.0194,1.28246,25.0194
957,organic,ORGANIC - organic materials,Alkanes,octane,C<sub>8</sub>H<sub>18</sub> (Octane),,Anderson,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C8H18 - octane/Anderson.yml,0,nk,962,962,2.006,23.0,2.006,23.0,2.006,23.0
958,organic,ORGANIC - organic materials,Alkynes,acetylene,C<sub>2</sub>H<sub>2</sub> (Acetylene),,Loria,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H2 - acetylene/Loria.yml,5,f,0,0,0.5461,0.6708,0.5461,0.6708,0.5461,0.6708
959,organic,ORGANIC - organic materials,Alkenes,ethylene,C<sub>2</sub>H<sub>4</sub> (Ethylene),,Loria,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H4 - ethylene/Loria.yml,5,f,0,0,0.523,0.6677,0.523,0.6677,0.523,0.6677
960,organic,ORGANIC - organic materials,Alcohols,methanol,CH<sub>3</sub>OH (Methanol),,El-Kashef,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4O - methanol/El-Kashef.yml,5,f,0,0,0.4,0.8,0.4,0.8,0.4,0.8
961,organic,ORGANIC - organic materials,Alcohols,methanol,CH<sub>3</sub>OH (Methanol),,Myers,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4O - methanol/Myers.yml,0,nk,15345,15345,1.28244,25.0203,1.28244,25.0203,1.28244,25.0203
962,organic,ORGANIC - organic materials,Alcohols,methanol,CH<sub>3</sub>OH (Methanol),,Moutzouris,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4O - methanol/Moutzouris.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
963,organic,ORGANIC - organic materials,Alcohols,methanol,CH<sub>3</sub>OH (Methanol),,Kozma,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/CH4O - methanol/Kozma.yml,5,f,0,0,0.23,0.6407,0.23,0.6407,0.23,0.6407
964,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Rheims,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Rheims.yml,5,f,0,0,0.4765,0.83,0.4765,0.83,0.4765,0.83
965,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Myers,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Myers.yml,0,nk,15347,15347,1.28221,25.0224,1.28221,25.0224,1.28221,25.0224
966,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Sani,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Sani.yml,0,nk,1241,1241,0.185185,60.9359,0.185185,60.9359,0.185185,60.9359
967,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Sani-formula,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Sani-formula.yml,2,k,0,617,0.185,2.8,0.185,2.8,0.185,2.8
968,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Kedenburg,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Kedenburg.yml,2,k,0,1172,0.5,1.6,0.5,1.6,0.5,1.6
969,organic,ORGANIC - organic materials,Alcohols,ethanol,C<sub>2</sub>H<sub>5</sub>OH (Ethanol),,Kozma,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O - ethanol/Kozma.yml,5,f,0,0,0.23,0.6407,0.23,0.6407,0.23,0.6407
970,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Kozma,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Kozma.yml,5,f,0,0,0.23,0.6407,0.23,0.6407,0.23,0.6407
971,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Wang-20C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Wang-20C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
972,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Wang-50C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Wang-50C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
973,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Wang-70C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Wang-70C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
974,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Myers,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Myers.yml,0,nk,15345,15345,1.28246,25.0194,1.28246,25.0194,1.28246,25.0194
975,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Sani,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Sani.yml,0,nk,1241,1241,0.185185,60.9359,0.185185,60.9359,0.185185,60.9359
976,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Sani-formula,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Sani-formula.yml,2,k,0,617,0.185,2.8,0.185,2.8,0.185,2.8
977,organic,ORGANIC - organic materials,Alcohols,propanol,C<sub>3</sub>H<sub>7</sub>OH (Propanol),,Moutzouris,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C3H8O - propanol/Moutzouris.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
978,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,El-Kashef,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/El-Kashef.yml,5,f,0,0,0.4,0.8,0.4,0.8,0.4,0.8
979,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,Wang-20C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/Wang-20C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
980,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,Wang-60C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/Wang-60C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
981,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,Wang-90C,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/Wang-90C.yml,0,nk,488,488,1.66,19.06,1.66,19.06,1.66,19.06
982,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,Moutzouris-n,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/Moutzouris-n.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
983,organic,ORGANIC - organic materials,Alcohols,butanol,C<sub>4</sub>H<sub>9</sub>OH (Butanol),,Moutzouris-iso,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C4H10O - butanol/Moutzouris-iso.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
984,organic,ORGANIC - organic materials,Alcohols,pentanol,"C<sub>5</sub>H<sub>11</sub>OH (Pentanol, amyl alcohol)",,Moutzouris-normal,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12O - pentanol/Moutzouris-normal.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
985,organic,ORGANIC - organic materials,Alcohols,pentanol,"C<sub>5</sub>H<sub>11</sub>OH (Pentanol, amyl alcohol)",,Moutzouris-iso,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C5H12O - pentanol/Moutzouris-iso.yml,3,f,0,0,0.45,1.551,0.45,1.551,0.45,1.551
986,organic,ORGANIC - organic materials,Diols,ethylene_glycol,C<sub>2</sub>H<sub>4</sub>(OH)<sub>2</sub> (Ethylene glycol),,Otanicar,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/organic/C2H6O2 - ethylene glycol/Otanicar.yml,0,k,0,66,0.0,inf,0.2,1.5,0.2,1.5
