id,shelf,shelf_name,division,book,book_name,section,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max,wl_min,wl_max
1795,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,P-SK5S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/P-SK5S.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1796,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,P-SK12S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/P-SK12S.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1797,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,Q-SK5S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-SK5S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1798,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,Q-SK12S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-SK12S.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1799,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,Q-SK15S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-SK15S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1800,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,Q-SK52S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-SK52S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1801,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SK,HIKARI - SK (Dense crown),,Q-SK55S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-SK55S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1802,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,SSK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/SSK1.yml,3,k,0,18,0.4,0.7,0.4,0.7,0.4,0.7
1803,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,SSK2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/SSK2.yml,3,k,0,18,0.4,0.7,0.4,0.7,0.4,0.7
1804,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,SSK8,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/SSK8.yml,3,k,0,16,0.4,0.7,0.4,0.7,0.4,0.7
1805,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,E-SSK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-SSK1.yml,3,k,0,2,0.4,0.7,0.4,0.7,0.4,0.7
1806,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,E-SSK5,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-SSK5.yml,3,k,0,26,0.4,0.7,0.4,0.7,0.4,0.7
1807,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,E-SSK8,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-SSK8.yml,3,k,0,26,0.4,0.7,0.4,0.7,0.4,0.7
1808,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,J-SSK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-SSK1.yml,3,k,0,28,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1809,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,J-SSK5,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-SSK5.yml,3,k,0,27,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1810,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-SSK,HIKARI - SSK (Very dense crown),,J-SSK8,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-SSK8.yml,3,k,0,27,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1811,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BK,HIKARI - BK (Borosilicate crown),,E-BK7,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-BK7.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1812,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BK,HIKARI - BK (Borosilicate crown),,J-BK7,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-BK7.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1813,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BK,HIKARI - BK (Borosilicate crown),,J-BK7A,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-BK7A.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1814,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,BAK2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/BAK2.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1815,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,BAK4,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/BAK4.yml,3,k,0,20,0.4,0.7,0.4,0.7,0.4,0.7
1816,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,E-BAK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-BAK1.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1817,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,E-BAK2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-BAK2.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1818,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,E-BAK4,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-BAK4.yml,3,k,0,28,0.4,0.7,0.4,0.7,0.4,0.7
1819,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,J-BAK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-BAK1.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1820,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,J-BAK2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-BAK2.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1821,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-BaK,HIKARI - BaK (Barium crown),,J-BAK4,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-BAK4.yml,3,k,0,28,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1822,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,E-FK01,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-FK01.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1823,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,E-FKH1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-FKH1.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1824,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,E-FKH2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-FKH2.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1825,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,E-FK5,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-FK5.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1826,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,J-FK01,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-FK01.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1827,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,J-FK01A,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-FK01A.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1828,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,J-FKH1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-FKH1.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1829,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,J-FKH2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-FKH2.yml,3,k,0,31,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1830,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,J-FK5,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-FK5.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1831,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,P-FK01S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/P-FK01S.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1832,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,P-FK2S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/P-FKH2S.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1833,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,Q-FK01S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-FK01S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1834,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluor crown),,Q-FK2S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-FKH2S.yml,3,k,0,31,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1835,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK04,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK04.yml,3,k,0,18,0.4,0.7,0.4,0.7,0.4,0.7
1836,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK7,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK7.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1837,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK9,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK9.yml,3,k,0,19,0.4,0.7,0.4,0.7,0.4,0.7
1838,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK09,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK09.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1839,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK011,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK011.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1840,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,LAK12,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/LAK12.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1841,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK01,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK01.yml,3,k,0,15,0.4,0.7,0.4,0.7,0.4,0.7
1842,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAKH1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAKH1.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1843,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK02,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK02.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1844,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK04,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK04.yml,3,k,0,2,0.4,0.7,0.4,0.7,0.4,0.7
1845,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK06,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK06.yml,3,k,0,2,0.4,0.7,0.4,0.7,0.4,0.7
1846,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK7,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK7.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1847,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK8,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK8.yml,3,k,0,30,0.4,0.7,0.4,0.7,0.4,0.7
1848,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK9,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK9.yml,3,k,0,2,0.4,0.7,0.4,0.7,0.4,0.7
1849,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK09,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK09.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1850,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK10,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK10.yml,3,k,0,20,0.4,0.7,0.4,0.7,0.4,0.7
1851,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK011,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK011.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1852,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK12,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK12.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1853,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK13,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK13.yml,3,k,0,31,0.4,0.7,0.4,0.7,0.4,0.7
1854,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK14,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK14.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1855,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,E-LAK18,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LAK18.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1856,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK01,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK01.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1857,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK02,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK02.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1858,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK04,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK04.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1859,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK06,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK06.yml,3,k,0,28,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1860,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK7,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK7.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1861,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK7R,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK7R.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1862,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK8,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK8.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1863,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK9,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK9.yml,3,k,0,30,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1864,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK09,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK09.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1865,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK10,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK10.yml,3,k,0,31,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1866,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK011,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK011.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1867,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK12,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK12.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1868,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK13,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK13.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1869,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK14,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK14.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1870,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,J-LAK18,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LAK18.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1871,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,P-LAK13S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/P-LAK13S.yml,3,k,0,32,0.4,0.7,0.4,0.7,0.4,0.7
1872,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,Q-LAK13S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-LAK13S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1873,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,Q-LAK52S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-LAK52S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1874,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaK,HIKARI - LaK (Lanthanum crown),,Q-LAK53S,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/Q-LAK53S.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1875,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaSK,HIKARI - LaSK (Lanthanum dense crown),,E-LASKH2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-LASKH2.yml,3,k,0,30,0.4,0.7,0.4,0.7,0.4,0.7
1876,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-LaSK,HIKARI - LaSK (Lanthanum dense crown),,J-LASKH2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-LASKH2.yml,3,k,0,33,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
1877,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PK,HIKARI - PK (Phosphate crown),,PK1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/PK1.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1878,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PK,HIKARI - PK (Phosphate crown),,PK2,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/PK2.yml,3,k,0,21,0.4,0.7,0.4,0.7,0.4,0.7
1879,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PK,HIKARI - PK (Phosphate crown),,E-PKH1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/E-PKH1.yml,3,k,0,16,0.4,0.7,0.4,0.7,0.4,0.7
1880,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PK,HIKARI - PK (Phosphate crown),,J-PKH1,/home/mnishida/usr/lib/RII_Pandas/src/riip/data/refractiveindex.info-database/database/data-nk/glass/hikari/J-PKH1.yml,3,k,0,32,0.365015,2.05809,0.365015,2.05809,0.365015,2.05809
